dist,backend,n,seed,median_cycles,p99_cycles,stddev_cycles,per_sample
discrete-weibull,cpp,1000,42,2.19676e+06,2.39464e+06,40577.4,2196.76
discrete-weibull,cpp,100000,42,1.13164e+06,1.21996e+06,24167.3,11.3164
discrete-weibull,cpp,10000000,42,1.18358e+08,1.19627e+08,597858,11.8358
