dist,backend,n,seed,median_cycles,p99_cycles,stddev_cycles,per_sample
half-normal,cpp,1000,42,18318,28312,1855.35,18.318
half-normal,cpp,100000,42,2.33429e+06,2.4957e+06,51728.8,23.3429
half-normal,cpp,10000000,42,2.37838e+08,2.42391e+08,1.31391e+06,23.7838
