dist,backend,n,seed,median_cycles,p99_cycles,stddev_cycles,per_sample
student-t,cpp,1000,42,58674,65602,1948.15,58.674
student-t,cpp,100000,42,8.77056e+06,9.08403e+06,76389.5,87.7056
student-t,cpp,10000000,42,8.77458e+08,8.86001e+08,2.06849e+06,87.7458
