dist,backend,n,seed,median_cycles,p99_cycles,stddev_cycles,per_sample
beta-prime,cpp,1000,42,64182,71568,2051.49,64.182
beta-prime,cpp,100000,42,9.73167e+06,1.05169e+07,180797,97.3167
beta-prime,cpp,10000000,42,9.72871e+08,9.87704e+08,5.13186e+06,97.2871
